name	id_mk	id_recipe	level	id_item	count	UNK[0]	UNK[1]	mp_cost	success_rate	mat_cnt	item_1	count_1	unk_1	item_2	count_2	unk_2	item_3	count_3	unk_3	item_4	count_4	unk_4	item_5	count_5	unk_5	item_6	count_6	unk_6	item_7	count_7	unk_7	item_8	count_8	unk_8	item_9	count_9	unk_9	item_10	count_10	unk_10
a,mk_R95_ring\0	1093	19408	13	18204	1	1	0	270	60	6	19408	1	0	19270	70	0	19517	7	0	19314	165	0	17371	234	0	19315	467	0												
a,mk_R99_1_dagger\0	1094	19409	14	18205	1	1	0	276	60	8	19409	1	0	19271	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_onehand_sword\0	1095	19410	14	18206	1	1	0	276	60	8	19410	1	0	19272	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_twohand_sword\0	1096	19411	14	18207	1	1	0	276	60	8	19411	1	0	19273	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_onehand_blunt\0	1097	19412	14	18208	1	1	0	276	60	8	19412	1	0	19274	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_fist\0	1098	19413	14	18209	1	1	0	276	60	8	19413	1	0	19275	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_spear\0	1099	19414	14	18210	1	1	0	276	60	8	19414	1	0	19276	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_bow\0	1100	19415	14	18211	1	1	0	276	60	8	19415	1	0	19277	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_crossbow\0	1101	19416	14	18212	1	1	0	276	60	8	19416	1	0	19278	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_onehand_magic_sword\0	1102	19417	14	18213	1	1	0	276	60	8	19417	1	0	19279	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_onehand_magic_blunt\0	1103	19418	14	18214	1	1	0	276	60	8	19418	1	0	19280	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_twohand_magic_blunt\0	1104	19419	14	18215	1	1	0	276	60	8	19419	1	0	19281	45	0	19518	24	0	19309	1484	0	19310	8378	0	19311	845	0	17371	3888	0	19315	9719	0						
a,mk_R99_1_heavy_helmet\0	1105	19420	14	18219	1	1	0	276	60	7	19420	1	0	19285	42	0	19519	7	0	19312	560	0	19313	297	0	17371	712	0	19315	1780	0									
a,mk_R99_1_heavy_upbody\0	1106	19421	14	18220	1	1	0	276	60	7	19421	1	0	19286	42	0	19520	8	0	19312	1492	0	19313	791	0	17371	1898	0	19315	4746	0									
a,mk_R99_1_heavy_downbody\0	1107	19422	14	18221	1	1	0	276	60	7	19422	1	0	19287	42	0	19520	5	0	19312	933	0	19313	494	0	17371	1186	0	19315	2966	0									
a,mk_R99_1_heavy_gloves\0	1108	19423	14	18222	1	1	0	276	60	6	19423	1	0	19288	42	0	19519	5	0	19313	247	0	17371	791	0	19315	1582	0												
a,mk_R99_1_heavy_shoes\0	1109	19424	14	18223	1	1	0	276	60	6	19424	1	0	19289	42	0	19519	5	0	19313	247	0	17371	791	0	19315	1582	0												
a,mk_R99_1_heavy_shield\0	1110	19425	14	18224	1	1	0	276	60	6	19425	1	0	19290	40	0	19519	5	0	19312	466	0	17371	791	0	19315	1582	0												
a,mk_R99_1_light_helmet\0	1111	19426	14	18225	1	1	0	276	60	7	19426	1	0	19291	42	0	19519	7	0	19312	560	0	19313	297	0	17371	712	0	19315	1780	0									
a,mk_R99_1_light_upbody\0	1112	19427	14	18226	1	1	0	276	60	7	19427	1	0	19292	42	0	19520	8	0	19312	1492	0	19313	791	0	17371	1898	0	19315	4746	0									
a,mk_R99_1_light_downbody\0	1113	19428	14	18227	1	1	0	276	60	7	19428	1	0	19293	42	0	19520	5	0	19312	933	0	19313	494	0	17371	1186	0	19315	2966	0									
a,mk_R99_1_light_gloves\0	1114	19429	14	18228	1	1	0	276	60	6	19429	1	0	19294	42	0	19519	5	0	19313	247	0	17371	791	0	19315	1582	0												
a,mk_R99_1_light_shoes\0	1115	19430	14	18229	1	1	0	276	60	6	19430	1	0	19295	42	0	19519	5	0	19313	247	0	17371	791	0	19315	1582	0												
a,mk_R99_1_robe_helmet\0	1116	19431	14	18230	1	1	0	276	60	7	19431	1	0	19296	42	0	19519	7	0	19312	560	0	19313	297	0	17371	712	0	19315	1780	0									
a,mk_R99_1_robe_upbody\0	1117	19432	14	18231	1	1	0	276	60	7	19432	1	0	19297	42	0	19520	8	0	19312	1492	0	19313	791	0	17371	1898	0	19315	4746	0									
a,mk_R99_1_robe_downbody\0	1118	19433	14	18232	1	1	0	276	60	7	19433	1	0	19298	42	0	19520	5	0	19312	933	0	19313	494	0	17371	1186	0	19315	2966	0									
a,mk_R99_1_robe_gloves\0	1119	19434	14	18233	1	1	0	276	60	6	19434	1	0	19299	42	0	19519	5	0	19313	247	0	17371	791	0	19315	1582	0												
a,mk_R99_1_robe_shoes\0	1120	19435	14	18234	1	1	0	276	60	6	19435	1	0	19300	42	0	19519	5	0	19313	247	0	17371	791	0	19315	1582	0												
a,mk_R99_1_robe_sigil\0	1121	19436	14	18235	1	1	0	276	60	6	19436	1	0	19301	40	0	19519	5	0	19312	466	0	17371	791	0	19315	1582	0												
a,mk_R99_1_necklace\0	1122	19437	14	18236	1	1	0	276	60	6	19437	1	0	19302	70	0	19521	12	0	19314	725	0	17371	1030	0	19315	2060	0												
a,mk_R99_1_earring\0	1123	19438	14	18237	1	1	0	276	60	6	19438	1	0	19303	70	0	19521	9	0	19314	544	0	17371	772	0	19315	1545	0												
a,mk_R99_1_ring\0	1124	19439	14	18238	1	1	0	276	60	6	19439	1	0	19304	70	0	19521	6	0	19314	363	0	17371	515	0	19315	1030	0												
a,mk_soulshot_r\0	1125	30423	11	17754	500	1	0	258	100	2	1785	80	0	17371	2	0																								
a,mk_spiritshot_r\0	1126	30424	11	19441	500	1	0	258	100	2	3031	188	0	17371	2	0																								
a,mk_blessed_spiritshot_r\0	1127	30425	11	19442	500	1	0	258	100	2	3031	750	0	17371	2	0																								
a,mk_elixir_of_life_r\0	1128	30426	10	30357	10	1	0	246	100	3	1785	350	0	8658	100	0	17371	3	0																					
a,mk_elixir_of_mental_r\0	1129	30427	10	30358	10	1	0	246	100	3	3031	215	0	17371	3	0	8658	115	0																					
a,mk_elixir_of_combative_r\0	1130	30428	10	30359	10	1	0	246	100	3	1785	146	0	8658	100	0	17371	3	0																					
a,mk_Mfighter_hair\0	1131	32273	10	17755	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Ffighter_hair\0	1132	32274	10	17759	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Mmagic_hair\0	1133	32275	10	17763	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Fmagic_hair\0	1134	32276	10	17767	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Melf_hair\0	1135	32277	10	17771	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Felf_hair\0	1136	32278	10	17775	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Mdarkelf_hair\0	1137	32279	10	17779	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Fdarkelf_hair\0	1138	32280	10	17783	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Mdwarf_hair\0	1139	32281	10	17787	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Fdwarf_hair\0	1140	32282	10	17791	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Morc_hair\0	1141	32283	10	17795	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Forc_hair\0	1142	32284	10	17799	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Mshaman_hair\0	1143	32285	10	17803	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Fshaman_hair\0	1144	32286	10	17807	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Mkamael_hair\0	1145	32287	10	17811	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_Fkamael_hair\0	1146	32288	10	17815	1	1	1	258	100	7	1868	4500	0	1884	1500	26	1878	925	28	1889	150	37	1881	300	31	17371	72	0	19440	10	0									
a,mk_R1_belt\0	1147	32292	10	19470	1	1	0	246	60	7	32304	10	0	36519	1	0	36524	1	0	36539	1	4104	36564	1	0	19440	1	0	17371	7	0									
a,mk_R1_bracelet\0	1148	32293	10	19471	1	1	0	246	60	3	32305	10	0	19440	2	0	17371	69	0																					
a,mk_R1_shirt\0	1149	32294	10	19472	1	1	0	246	60	6	32306	10	0	36529	2	0	36534	1	0	36564	1	0	19440	1	0	17371	13	0												
a,mk_R2_belt\0	1150	32295	10	19473	1	1	0	246	60	7	32307	10	0	36519	2	0	36524	1	0	36539	1	4104	36564	1	0	19440	1	0	17371	20	0									
a,mk_R2_bracelet\0	1151	32296	10	19474	1	1	0	246	60	7	32308	10	0	36519	2	0	36524	1	0	36559	1	0	36564	1	0	19440	2	0	17371	38	0									
a,mk_R2_shirt\0	1152	32297	10	19475	1	1	0	246	60	6	32309	10	0	36529	5	0	36534	1	0	36564	1	0	19440	2	0	17371	39	0												
a,mk_R95_belt\0	1153	32298	10	19476	1	1	0	246	60	7	32310	10	0	36519	4	0	36524	1	0	36539	1	4104	36564	1	0	19440	2	0	17371	44	0									
a,mk_R95_bracelet\0	1154	32299	10	19477	1	1	0	246	60	7	32311	10	0	36519	2	0	36524	1	0	36559	1	0	36564	1	0	19440	2	0	17371	40	0									
a,mk_R95_shirt\0	1155	32300	10	19478	1	1	0	246	60	6	32312	10	0	36529	11	0	36534	3	0	36564	1	0	19440	3	0	17371	88	0												
a,mk_R99_1_belt\0	1156	32301	10	19479	1	1	0	246	60	7	32313	10	0	36519	9	0	36524	2	0	36539	3	4104	36564	1	0	19440	4	0	17371	114	0									
a,mk_R99_1_bracelet\0	1157	32302	10	19480	1	1	0	246	60	7	32314	10	0	36519	2	0	36524	1	0	36559	1	0	36564	1	0	19440	2	0	17371	42	0									
a,mk_R99_1_shirt\0	1158	32303	10	19481	1	1	0	246	60	6	32315	10	0	36529	28	0	36534	6	0	36564	1	0	19440	8	0	17371	228	0												
a,mk_elixir_of_blessing\0	1159	32317	10	32316	1	1	0	246	100	3	30357	1	1128	30358	1	1129	30359	1	1130																					
a,mk_soulshot_r_common\0	1160	32814	10	17754	500	1	0	258	100	2	1785	80	0	17371	2	0																								
a,mk_spiritshot_r_common\0	1161	32815	10	19441	500	1	0	258	100	2	3031	188	0	17371	2	0																								
a,mk_blessed_spiritshot_r_common\0	1162	32816	10	19442	500	1	0	258	100	2	3031	750	0	17371	2	0																								
a,mk_soulshot_r_common\0	1163	34841	11	34838	300	1	0	540	100	2	17754	300	1125	34837	2	0																								
a,mk_spiritshot_r_common\0	1164	34842	11	34839	300	1	0	1080	100	2	19441	300	1126	34837	3	0																								
a,mk_blessed_spiritshot_r_common\0	1165	34843	11	34840	300	1	0	1080	100	2	19442	300	1127	34837	5	0																								
a,mk_normal_R95_dagger\0	1166	35420	13	17382	1	1	1	270	60	8	35420	1	0	35296	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_onehand_sword\0	1167	35421	13	17383	1	1	1	270	60	8	35421	1	0	35297	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_twohand_sword\0	1168	35422	13	17384	1	1	1	270	60	8	35422	1	0	35298	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_onehand_blunt\0	1169	35423	13	17385	1	1	1	270	60	8	35423	1	0	35299	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_fist\0	1170	35424	13	17386	1	1	1	270	60	8	35424	1	0	35300	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_spear\0	1171	35425	13	17387	1	1	1	270	60	8	35425	1	0	35301	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_bow\0	1172	35426	13	17388	1	1	1	270	60	8	35426	1	0	35302	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_crossbow\0	1173	35427	13	17389	1	1	1	270	60	8	35427	1	0	35303	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_onehand_magic_sword\0	1174	35428	13	17390	1	1	1	270	60	8	35428	1	0	35304	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_onehand_magic_blunt\0	1175	35429	13	17391	1	1	1	270	60	8	35429	1	0	35305	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_twohand_magic_blunt\0	1176	35430	13	17392	1	1	1	270	60	8	35430	1	0	35306	10	0	36524	54	0	36544	25	4117	36549	22	0	36564	16	0	19440	69	0	17371	3768	0						
a,mk_normal_R95_heavy_helmet\0	1177	35431	13	17396	1	1	1	270	60	8	35431	1	0	35307	10	0	36524	7	0	36544	4	4117	36554	3	0	36564	2	0	19440	9	0	17371	460	0						
a,mk_normal_R95_heavy_upbody\0	1178	35432	13	17397	1	1	1	270	60	8	35432	1	0	35308	10	0	36524	18	0	36544	9	4117	36554	7	0	36564	6	0	19440	23	0	17371	1227	0						
a,mk_normal_R95_heavy_downbody\0	1179	35433	13	17398	1	1	1	270	60	8	35433	1	0	35309	10	0	36524	11	0	36544	6	4117	36554	4	0	36564	4	0	19440	15	0	17371	767	0						
a,mk_normal_R95_heavy_gloves\0	1180	35434	13	17399	1	1	1	270	60	8	35434	1	0	35310	10	0	36524	5	0	36544	3	4117	36554	2	0	36564	2	0	19440	6	0	17371	307	0						
a,mk_normal_R95_heavy_shoes\0	1181	35435	13	17400	1	1	1	270	60	8	35435	1	0	35311	10	0	36524	5	0	36544	3	4117	36554	2	0	36564	2	0	19440	6	0	17371	307	0						
a,mk_normal_R95_heavy_shield\0	1182	35436	13	17401	1	1	1	270	60	8	35436	1	0	35312	10	0	36524	5	0	36544	3	4117	36554	2	0	36564	2	0	19440	6	0	17371	307	0						
a,mk_normal_R95_light_helmet\0	1183	35437	13	17402	1	1	1	270	60	8	35437	1	0	35313	10	0	36519	17	0	36539	5	4104	36554	3	0	36564	2	0	19440	9	0	17371	460	0						
a,mk_normal_R95_light_upbody\0	1184	35438	13	17403	1	1	1	270	60	8	35438	1	0	35314	10	0	36519	46	0	36539	12	4104	36554	7	0	36564	6	0	19440	23	0	17371	1227	0						
a,mk_normal_R95_light_downbody\0	1185	35439	13	17404	1	1	1	270	60	8	35439	1	0	35315	10	0	36519	29	0	36539	8	4104	36554	4	0	36564	4	0	19440	15	0	17371	767	0						
a,mk_normal_R95_light_gloves\0	1186	35440	13	17405	1	1	1	270	60	8	35440	1	0	35316	10	0	36519	12	0	36539	3	4104	36554	2	0	36564	2	0	19440	6	0	17371	307	0						
a,mk_normal_R95_light_shoes\0	1187	35441	13	17406	1	1	1	270	60	8	35441	1	0	35317	10	0	36519	12	0	36539	3	4104	36554	2	0	36564	2	0	19440	6	0	17371	307	0						
a,mk_normal_R95_robe_helmet\0	1188	35442	13	17407	1	1	1	270	60	8	35442	1	0	35318	10	0	36529	19	0	36534	6	0	36554	3	0	36564	2	0	19440	9	0	17371	460	0						
a,mk_normal_R95_robe_upbody\0	1189	35443	13	17408	1	1	1	270	60	8	35443	1	0	35319	10	0	36529	50	0	36534	16	0	36554	7	0	36564	6	0	19440	23	0	17371	1227	0						
a,mk_normal_R95_robe_downbody\0	1190	35444	13	17409	1	1	1	270	60	8	35444	1	0	35320	10	0	36529	31	0	36534	10	0	36554	4	0	36564	4	0	19440	15	0	17371	767	0						
a,mk_normal_R95_robe_gloves\0	1191	35445	13	17410	1	1	1	270	60	8	35445	1	0	35321	10	0	36529	13	0	36534	4	0	36554	2	0	36564	2	0	19440	6	0	17371	307	0						
a,mk_normal_R95_robe_shoes\0	1192	35446	13	17411	1	1	1	270	60	8	35446	1	0	35322	10	0	36529	13	0	36534	4	0	36554	2	0	36564	2	0	19440	6	0	17371	307	0						
a,mk_normal_R95_robe_sigil\0	1193	35447	13	17412	1	1	1	270	60	8	35447	1	0	35323	10	0	36519	12	0	36539	3	4104	36554	2	0	36564	2	0	19440	6	0	17371	307	0						
a,mk_normal_R95_necklace\0	1194	35448	13	17413	1	1	1	270	60	7	35448	1	0	35324	10	0	36524	12	0	36559	7	0	36564	2	0	19440	8	0	17371	400	0									
a,mk_normal_R95_earring\0	1195	35449	13	17414	1	1	1	270	60	7	35449	1	0	35325	10	0	36524	9	0	36559	6	0	36564	2	0	19440	6	0	17371	300	0									
a,mk_normal_R95_ring\0	1196	35450	13	17415	1	1	1	270	60	7	35450	1	0	35326	10	0	36524	6	0	36559	4	0	36564	1	0	19440	4	0	17371	200	0									
a,mk_normal_R99_1_dagger\0	1197	35451	14	17416	1	1	1	276	60	8	35451	1	0	35327	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_onehand_sword\0	1198	35452	14	17417	1	1	1	276	60	8	35452	1	0	35328	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_twohand_sword\0	1199	35453	14	17418	1	1	1	276	60	8	35453	1	0	35329	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_onehand_blunt\0	1200	35454	14	17419	1	1	1	276	60	8	35454	1	0	35330	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_fist\0	1201	35455	14	17420	1	1	1	276	60	8	35455	1	0	35331	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_spear\0	1202	35456	14	17421	1	1	1	276	60	8	35456	1	0	35332	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_bow\0	1203	35457	14	17422	1	1	1	276	60	8	35457	1	0	35333	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_crossbow\0	1204	35458	14	17423	1	1	1	276	60	8	35458	1	0	35334	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_onehand_magic_sword\0	1205	35459	14	17424	1	1	1	276	60	8	35459	1	0	35335	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_onehand_magic_blunt\0	1206	35460	14	17425	1	1	1	276	60	8	35460	1	0	35336	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_twohand_magic_blunt\0	1207	35461	14	17426	1	1	1	276	60	8	35461	1	0	35337	10	0	36524	117	0	36544	55	4117	36549	47	0	36564	35	0	19440	152	0	17371	8302	0						
a,mk_normal_R99_1_heavy_helmet\0	1208	35462	14	17430	1	1	1	276	60	8	35462	1	0	35338	10	0	36524	15	0	36544	7	4117	36554	6	0	36564	5	0	19440	19	0	17371	1014	0						
a,mk_normal_R99_1_heavy_upbody\0	1209	35463	14	17431	1	1	1	276	60	8	35463	1	0	35339	10	0	36524	39	0	36544	18	4117	36554	14	0	36564	12	0	19440	50	0	17371	2703	0						
a,mk_normal_R99_1_heavy_downbody\0	1210	35464	14	17432	1	1	1	276	60	8	35464	1	0	35340	10	0	36524	24	0	36544	12	4117	36554	9	0	36564	7	0	19440	31	0	17371	1690	0						
a,mk_normal_R99_1_heavy_gloves\0	1211	35465	14	17433	1	1	1	276	60	8	35465	1	0	35341	10	0	36524	10	0	36544	5	4117	36554	4	0	36564	3	0	19440	13	0	17371	676	0						
a,mk_normal_R99_1_heavy_shoes\0	1212	35466	14	17434	1	1	1	276	60	8	35466	1	0	35342	10	0	36524	10	0	36544	5	4117	36554	4	0	36564	3	0	19440	13	0	17371	676	0						
a,mk_normal_R99_1_heavy_shield\0	1213	35467	14	17435	1	1	1	276	60	8	35467	1	0	35343	10	0	36524	10	0	36544	5	4117	36554	4	0	36564	3	0	19440	13	0	17371	676	0						
a,mk_normal_R99_1_light_helmet\0	1214	35468	14	17436	1	1	1	276	60	8	35468	1	0	35344	10	0	36519	38	0	36539	10	4104	36554	6	0	36564	5	0	19440	19	0	17371	1014	0						
a,mk_normal_R99_1_light_upbody\0	1215	35469	14	17437	1	1	1	276	60	8	35469	1	0	35345	10	0	36519	100	0	36539	25	4104	36554	14	0	36564	12	0	19440	50	0	17371	2703	0						
a,mk_normal_R99_1_light_downbody\0	1216	35470	14	17438	1	1	1	276	60	8	35470	1	0	35346	10	0	36519	63	0	36539	16	4104	36554	9	0	36564	7	0	19440	31	0	17371	1690	0						
a,mk_normal_R99_1_light_gloves\0	1217	35471	14	17439	1	1	1	276	60	8	35471	1	0	35347	10	0	36519	25	0	36539	7	4104	36554	4	0	36564	3	0	19440	13	0	17371	676	0						
a,mk_normal_R99_1_light_shoes\0	1218	35472	14	17440	1	1	1	276	60	8	35472	1	0	35348	10	0	36519	25	0	36539	7	4104	36554	4	0	36564	3	0	19440	13	0	17371	676	0						
a,mk_normal_R99_1_robe_helmet\0	1219	35473	14	17441	1	1	1	276	60	8	35473	1	0	35349	10	0	36529	41	0	36534	13	0	36554	6	0	36564	5	0	19440	19	0	17371	1014	0						
a,mk_normal_R99_1_robe_upbody\0	1220	35474	14	17442	1	1	1	276	60	8	35474	1	0	35350	10	0	36529	109	0	36534	34	0	36554	14	0	36564	12	0	19440	50	0	17371	2703	0						
a,mk_normal_R99_1_robe_downbody\0	1221	35475	14	17443	1	1	1	276	60	8	35475	1	0	35351	10	0	36529	68	0	36534	21	0	36554	9	0	36564	7	0	19440	31	0	17371	1690	0						
a,mk_normal_R99_1_robe_gloves\0	1222	35476	14	17444	1	1	1	276	60	8	35476	1	0	35352	10	0	36529	28	0	36534	9	0	36554	4	0	36564	3	0	19440	13	0	17371	676	0						
a,mk_normal_R99_1_robe_shoes\0	1223	35477	14	17445	1	1	1	276	60	8	35477	1	0	35353	10	0	36529	28	0	36534	9	0	36554	4	0	36564	3	0	19440	13	0	17371	676	0						
a,mk_normal_R99_1_robe_sigil\0	1224	35478	14	17446	1	1	1	276	60	8	35478	1	0	35354	10	0	36519	25	0	36539	7	4104	36554	4	0	36564	3	0	19440	13	0	17371	676	0						
a,mk_normal_R99_1_necklace\0	1225	35479	14	17447	1	1	1	276	60	7	35479	1	0	35355	10	0	36524	25	0	36559	15	0	36564	4	0	19440	17	0	17371	880	0									
a,mk_normal_R99_1_earring\0	1226	35480	14	17448	1	1	1	276	60	7	35480	1	0	35356	10	0	36524	19	0	36559	12	0	36564	3	0	19440	13	0	17371	660	0									
a,mk_normal_R99_1_ring\0	1227	35481	14	17449	1	1	1	276	60	7	35481	1	0	35357	10	0	36524	13	0	36559	8	0	36564	2	0	19440	9	0	17371	440	0									
a,mk_blessed_R95_dagger\0	1228	35482	13	18035	1	1	0	270	60	6	35482	1	0	35358	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_onehand_sword\0	1229	35483	13	18036	1	1	0	270	60	6	35483	1	0	35359	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_twohand_sword\0	1230	35484	13	18037	1	1	0	270	60	6	35484	1	0	35360	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_onehand_blunt\0	1231	35485	13	18038	1	1	0	270	60	6	35485	1	0	35361	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_fist\0	1232	35486	13	18039	1	1	0	270	60	6	35486	1	0	35362	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_spear\0	1233	35487	13	18040	1	1	0	270	60	6	35487	1	0	35363	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_bow\0	1234	35488	13	18041	1	1	0	270	60	6	35488	1	0	35364	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_crossbow\0	1235	35489	13	18042	1	1	0	270	60	6	35489	1	0	35365	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_onehand_magic_sword\0	1236	35490	13	18043	1	1	0	270	60	6	35490	1	0	35366	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_onehand_magic_blunt\0	1237	35491	13	18044	1	1	0	270	60	6	35491	1	0	35367	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_twohand_magic_blunt\0	1238	35492	13	18045	1	1	0	270	60	6	35492	1	0	35368	10	0	34990	176595	0	19310	3806	0	17371	3532	0	19440	294	0												
a,mk_blessed_R95_heavy_helmet\0	1239	35493	13	18049	1	1	0	270	60	6	35493	1	0	35369	10	0	34991	53896	0	19310	465	0	17371	431	0	19440	36	0												
a,mk_blessed_R95_heavy_upbody\0	1240	35494	13	18050	1	1	0	270	60	6	35494	1	0	35370	10	0	34991	143722	0	19310	1239	0	17371	1150	0	19440	96	0												
a,mk_blessed_R95_heavy_downbody\0	1241	35495	13	18051	1	1	0	270	60	6	35495	1	0	35371	10	0	34991	89826	0	19310	774	0	17371	719	0	19440	60	0												
